"name","run.no.in.std.order","run.no","run.no.std.rp","size","threads","version","optimization","time"
"4168","135",4168,"135.7","1024","8","3.8.1","O0",""
"4169","621",4169,"621.7","512","32","3.8.0","O3",""
"4170","175",4170,"175.7","1024","2","3.5.1","O1",""
"4171","136",4171,"136.7","1448","8","3.8.1","O0",""
"4172","396",4172,"396.7","1448","4","3.7.0","O2",""
"4173","517",4173,"517.7","512","8","3.5.1","O3",""
"4174","92",4174,"92.7","1448","16","3.7.1","O0",""
"4175","657",4175,"657.7","512","4","3.9.0","O3",""
"4176","223",4176,"223.7","1024","2","3.7.0","O1",""
"4177","134",4177,"134.7","724","8","3.8.1","O0",""
"4178","217",4178,"217.7","512","1","3.7.0","O1",""
"4179","251",4179,"251.7","1024","4","3.7.1","O1",""
"4180","391",4180,"391.7","1024","2","3.7.0","O2",""
"4181","95",4181,"95.7","1024","32","3.7.1","O0",""
"4182","30",4182,"30.7","724","2","3.6.2","O0",""
"4183","187",4183,"187.7","1024","16","3.5.1","O1",""
"4184","594",4184,"594.7","724","16","3.7.1","O3",""
"4185","52",4185,"52.7","1448","1","3.7.0","O0",""
"4186","570",4186,"570.7","724","16","3.7.0","O3",""
"4187","311",4187,"311.7","1024","32","3.8.1","O1",""
"4188","457",4188,"457.7","512","1","3.8.1","O2",""
"4189","668",4189,"668.7","1448","16","3.9.0","O3",""
"4190","618",4190,"618.7","724","16","3.8.0","O3",""
"4191","236",4191,"236.7","1448","16","3.7.0","O1",""
"4192","234",4192,"234.7","724","16","3.7.0","O1",""
"4193","78",4193,"78.7","724","2","3.7.1","O0",""
"4194","584",4194,"584.7","1448","2","3.7.1","O3",""
"4195","462",4195,"462.7","724","2","3.8.1","O2",""
"4196","283",4196,"283.7","1024","16","3.8.0","O1",""
"4197","81",4197,"81.7","512","4","3.7.1","O0",""
"4198","479",4198,"479.7","1024","32","3.8.1","O2",""
"4199","545",4199,"545.7","512","16","3.6.2","O3",""
"4200","152",4200,"152.7","1448","2","3.9.0","O0",""
"4201","287",4201,"287.7","1024","32","3.8.0","O1",""
"4202","601",4202,"601.7","512","1","3.8.0","O3",""
"4203","301",4203,"301.7","512","8","3.8.1","O1",""
"4204","206",4204,"206.7","724","8","3.6.2","O1",""
"4205","661",4205,"661.7","512","8","3.9.0","O3",""
"4206","596",4206,"596.7","1448","16","3.7.1","O3",""
"4207","264",4207,"264.7","1448","32","3.7.1","O1",""
"4208","41",4208,"41.7","512","16","3.6.2","O0",""
"4209","528",4209,"528.7","1448","32","3.5.1","O3",""
"4210","577",4210,"577.7","512","1","3.7.1","O3",""
"4211","392",4211,"392.7","1448","2","3.7.0","O2",""
"4212","565",4212,"565.7","512","8","3.7.0","O3",""
"4213","348",4213,"348.7","1448","4","3.5.1","O2",""
"4214","484",4214,"484.7","1448","1","3.9.0","O2",""
"4215","625",4215,"625.7","512","1","3.8.1","O3",""
"4216","212",4216,"212.7","1448","16","3.6.2","O1",""
"4217","547",4217,"547.7","1024","16","3.6.2","O3",""
"4218","111",4218,"111.7","1024","8","3.8.0","O0",""
"4219","108",4219,"108.7","1448","4","3.8.0","O0",""
"4220","144",4220,"144.7","1448","32","3.8.1","O0",""
"4221","176",4221,"176.7","1448","2","3.5.1","O1",""
"4222","653",4222,"653.7","512","2","3.9.0","O3",""
"4223","459",4223,"459.7","1024","1","3.8.1","O2",""
"4224","407",4224,"407.7","1024","32","3.7.0","O2",""
"4225","213",4225,"213.7","512","32","3.6.2","O1",""
"4226","421",4226,"421.7","512","8","3.7.1","O2",""
"4227","379",4227,"379.7","1024","16","3.6.2","O2",""
"4228","611",4228,"611.7","1024","4","3.8.0","O3",""
"4229","521",4229,"521.7","512","16","3.5.1","O3",""
"4230","36",4230,"36.7","1448","4","3.6.2","O0",""
"4231","86",4231,"86.7","724","8","3.7.1","O0",""
"4232","481",4232,"481.7","512","1","3.9.0","O2",""
"4233","67",4233,"67.7","1024","16","3.7.0","O0",""
"4234","195",4234,"195.7","1024","1","3.6.2","O1",""
"4235","519",4235,"519.7","1024","8","3.5.1","O3",""
"4236","605",4236,"605.7","512","2","3.8.0","O3",""
"4237","633",4237,"633.7","512","4","3.8.1","O3",""
"4238","424",4238,"424.7","1448","8","3.7.1","O2",""
"4239","11",4239,"11.7","1024","4","3.5.1","O0",""
"4240","207",4240,"207.7","1024","8","3.6.2","O1",""
"4241","335",4241,"335.7","1024","32","3.9.0","O1",""
"4242","452",4242,"452.7","1448","16","3.8.0","O2",""
"4243","129",4243,"129.7","512","4","3.8.1","O0",""
"4244","313",4244,"313.7","512","1","3.9.0","O1",""
"4245","508",4245,"508.7","1448","1","3.5.1","O3",""
"4246","274",4246,"274.7","724","4","3.8.0","O1",""
"4247","376",4247,"376.7","1448","8","3.6.2","O2",""
"4248","183",4248,"183.7","1024","8","3.5.1","O1",""
"4249","643",4249,"643.7","1024","16","3.8.1","O3",""
"4250","411",4250,"411.7","1024","1","3.7.1","O2",""
"4251","417",4251,"417.7","512","4","3.7.1","O2",""
"4252","603",4252,"603.7","1024","1","3.8.0","O3",""
"4253","316",4253,"316.7","1448","1","3.9.0","O1",""
"4254","280",4254,"280.7","1448","8","3.8.0","O1",""
"4255","27",4255,"27.7","1024","1","3.6.2","O0",""
"4256","216",4256,"216.7","1448","32","3.6.2","O1",""
"4257","255",4257,"255.7","1024","8","3.7.1","O1",""
"4258","447",4258,"447.7","1024","8","3.8.0","O2",""
"4259","656",4259,"656.7","1448","2","3.9.0","O3",""
"4260","496",4260,"496.7","1448","8","3.9.0","O2",""
"4261","60",4261,"60.7","1448","4","3.7.0","O0",""
"4262","3",4262,"3.7","1024","1","3.5.1","O0",""
"4263","235",4263,"235.7","1024","16","3.7.0","O1",""
"4264","441",4264,"441.7","512","4","3.8.0","O2",""
"4265","549",4265,"549.7","512","32","3.6.2","O3",""
"4266","209",4266,"209.7","512","16","3.6.2","O1",""
"4267","225",4267,"225.7","512","4","3.7.0","O1",""
"4268","6",4268,"6.7","724","2","3.5.1","O0",""
"4269","63",4269,"63.7","1024","8","3.7.0","O0",""
"4270","354",4270,"354.7","724","16","3.5.1","O2",""
"4271","308",4271,"308.7","1448","16","3.8.1","O1",""
"4272","87",4272,"87.7","1024","8","3.7.1","O0",""
"4273","347",4273,"347.7","1024","4","3.5.1","O2",""
"4274","302",4274,"302.7","724","8","3.8.1","O1",""
"4275","83",4275,"83.7","1024","4","3.7.1","O0",""
"4276","12",4276,"12.7","1448","4","3.5.1","O0",""
"4277","426",4277,"426.7","724","16","3.7.1","O2",""
"4278","430",4278,"430.7","724","32","3.7.1","O2",""
"4279","567",4279,"567.7","1024","8","3.7.0","O3",""
"4280","373",4280,"373.7","512","8","3.6.2","O2",""
"4281","228",4281,"228.7","1448","4","3.7.0","O1",""
"4282","434",4282,"434.7","724","1","3.8.0","O2",""
"4283","140",4283,"140.7","1448","16","3.8.1","O0",""
"4284","162",4284,"162.7","724","16","3.9.0","O0",""
"4285","98",4285,"98.7","724","1","3.8.0","O0",""
"4286","384",4286,"384.7","1448","32","3.6.2","O2",""
"4287","295",4287,"295.7","1024","2","3.8.1","O1",""
"4288","597",4288,"597.7","512","32","3.7.1","O3",""
"4289","69",4289,"69.7","512","32","3.7.0","O0",""
"4290","177",4290,"177.7","512","4","3.5.1","O1",""
"4291","188",4291,"188.7","1448","16","3.5.1","O1",""
"4292","455",4292,"455.7","1024","32","3.8.0","O2",""
"4293","587",4293,"587.7","1024","4","3.7.1","O3",""
"4294","194",4294,"194.7","724","1","3.6.2","O1",""
"4295","215",4295,"215.7","1024","32","3.6.2","O1",""
"4296","422",4296,"422.7","724","8","3.7.1","O2",""
"4297","450",4297,"450.7","724","16","3.8.0","O2",""
"4298","226",4298,"226.7","724","4","3.7.0","O1",""
"4299","588",4299,"588.7","1448","4","3.7.1","O3",""
"4300","159",4300,"159.7","1024","8","3.9.0","O0",""
"4301","85",4301,"85.7","512","8","3.7.1","O0",""
"4302","278",4302,"278.7","724","8","3.8.0","O1",""
"4303","451",4303,"451.7","1024","16","3.8.0","O2",""
"4304","181",4304,"181.7","512","8","3.5.1","O1",""
"4305","329",4305,"329.7","512","16","3.9.0","O1",""
"4306","423",4306,"423.7","1024","8","3.7.1","O2",""
"4307","537",4307,"537.7","512","4","3.6.2","O3",""
"4308","31",4308,"31.7","1024","2","3.6.2","O0",""
"4309","29",4309,"29.7","512","2","3.6.2","O0",""
"4310","10",4310,"10.7","724","4","3.5.1","O0",""
"4311","170",4311,"170.7","724","1","3.5.1","O1",""
"4312","138",4312,"138.7","724","16","3.8.1","O0",""
"4313","612",4313,"612.7","1448","4","3.8.0","O3",""
"4314","9",4314,"9.7","512","4","3.5.1","O0",""
"4315","270",4315,"270.7","724","2","3.8.0","O1",""
"4316","672",4316,"672.7","1448","32","3.9.0","O3",""
"4317","574",4317,"574.7","724","32","3.7.0","O3",""
"4318","199",4318,"199.7","1024","2","3.6.2","O1",""
"4319","345",4319,"345.7","512","4","3.5.1","O2",""
"4320","327",4320,"327.7","1024","8","3.9.0","O1",""
"4321","390",4321,"390.7","724","2","3.7.0","O2",""
"4322","385",4322,"385.7","512","1","3.7.0","O2",""
"4323","25",4323,"25.7","512","1","3.6.2","O0",""
"4324","368",4324,"368.7","1448","2","3.6.2","O2",""
"4325","443",4325,"443.7","1024","4","3.8.0","O2",""
"4326","157",4326,"157.7","512","8","3.9.0","O0",""
"4327","504",4327,"504.7","1448","32","3.9.0","O2",""
"4328","141",4328,"141.7","512","32","3.8.1","O0",""
"4329","277",4329,"277.7","512","8","3.8.0","O1",""
"4330","189",4330,"189.7","512","32","3.5.1","O1",""
"4331","145",4331,"145.7","512","1","3.9.0","O0",""
"4332","616",4332,"616.7","1448","8","3.8.0","O3",""
"4333","377",4333,"377.7","512","16","3.6.2","O2",""
"4334","254",4334,"254.7","724","8","3.7.1","O1",""
"4335","24",4335,"24.7","1448","32","3.5.1","O0",""
"4336","337",4336,"337.7","512","1","3.5.1","O2",""
"4337","252",4337,"252.7","1448","4","3.7.1","O1",""
"4338","578",4338,"578.7","724","1","3.7.1","O3",""
"4339","54",4339,"54.7","724","2","3.7.0","O0",""
"4340","64",4340,"64.7","1448","8","3.7.0","O0",""
"4341","527",4341,"527.7","1024","32","3.5.1","O3",""
"4342","482",4342,"482.7","724","1","3.9.0","O2",""
"4343","260",4343,"260.7","1448","16","3.7.1","O1",""
"4344","486",4344,"486.7","724","2","3.9.0","O2",""
"4345","168",4345,"168.7","1448","32","3.9.0","O0",""
"4346","190",4346,"190.7","724","32","3.5.1","O1",""
"4347","150",4347,"150.7","724","2","3.9.0","O0",""
"4348","554",4348,"554.7","724","1","3.7.0","O3",""
"4349","539",4349,"539.7","1024","4","3.6.2","O3",""
"4350","464",4350,"464.7","1448","2","3.8.1","O2",""
"4351","573",4351,"573.7","512","32","3.7.0","O3",""
"4352","566",4352,"566.7","724","8","3.7.0","O3",""
"4353","256",4353,"256.7","1448","8","3.7.1","O1",""
"4354","419",4354,"419.7","1024","4","3.7.1","O2",""
"4355","249",4355,"249.7","512","4","3.7.1","O1",""
"4356","490",4356,"490.7","724","4","3.9.0","O2",""
"4357","644",4357,"644.7","1448","16","3.8.1","O3",""
"4358","130",4358,"130.7","724","4","3.8.1","O0",""
"4359","428",4359,"428.7","1448","16","3.7.1","O2",""
"4360","68",4360,"68.7","1448","16","3.7.0","O0",""
"4361","79",4361,"79.7","1024","2","3.7.1","O0",""
"4362","258",4362,"258.7","724","16","3.7.1","O1",""
"4363","664",4363,"664.7","1448","8","3.9.0","O3",""
"4364","555",4364,"555.7","1024","1","3.7.0","O3",""
"4365","398",4365,"398.7","724","8","3.7.0","O2",""
"4366","393",4366,"393.7","512","4","3.7.0","O2",""
"4367","634",4367,"634.7","724","4","3.8.1","O3",""
"4368","352",4368,"352.7","1448","8","3.5.1","O2",""
"4369","387",4369,"387.7","1024","1","3.7.0","O2",""
"4370","324",4370,"324.7","1448","4","3.9.0","O1",""
"4371","151",4371,"151.7","1024","2","3.9.0","O0",""
"4372","629",4372,"629.7","512","2","3.8.1","O3",""
"4373","533",4373,"533.7","512","2","3.6.2","O3",""
"4374","453",4374,"453.7","512","32","3.8.0","O2",""
"4375","105",4375,"105.7","512","4","3.8.0","O0",""
"4376","137",4376,"137.7","512","16","3.8.1","O0",""
"4377","261",4377,"261.7","512","32","3.7.1","O1",""
"4378","326",4378,"326.7","724","8","3.9.0","O1",""
"4379","475",4379,"475.7","1024","16","3.8.1","O2",""
"4380","178",4380,"178.7","724","4","3.5.1","O1",""
"4381","474",4381,"474.7","724","16","3.8.1","O2",""
"4382","185",4382,"185.7","512","16","3.5.1","O1",""
"4383","97",4383,"97.7","512","1","3.8.0","O0",""
"4384","100",4384,"100.7","1448","1","3.8.0","O0",""
"4385","632",4385,"632.7","1448","2","3.8.1","O3",""
"4386","246",4386,"246.7","724","2","3.7.1","O1",""
"4387","600",4387,"600.7","1448","32","3.7.1","O3",""
"4388","131",4388,"131.7","1024","4","3.8.1","O0",""
"4389","291",4389,"291.7","1024","1","3.8.1","O1",""
"4390","406",4390,"406.7","724","32","3.7.0","O2",""
"4391","466",4391,"466.7","724","4","3.8.1","O2",""
"4392","133",4392,"133.7","512","8","3.8.1","O0",""
"4393","346",4393,"346.7","724","4","3.5.1","O2",""
"4394","402",4394,"402.7","724","16","3.7.0","O2",""
"4395","425",4395,"425.7","512","16","3.7.1","O2",""
"4396","414",4396,"414.7","724","2","3.7.1","O2",""
"4397","8",4397,"8.7","1448","2","3.5.1","O0",""
"4398","148",4398,"148.7","1448","1","3.9.0","O0",""
"4399","149",4399,"149.7","512","2","3.9.0","O0",""
"4400","96",4400,"96.7","1448","32","3.7.1","O0",""
"4401","76",4401,"76.7","1448","1","3.7.1","O0",""
"4402","514",4402,"514.7","724","4","3.5.1","O3",""
"4403","670",4403,"670.7","724","32","3.9.0","O3",""
"4404","107",4404,"107.7","1024","4","3.8.0","O0",""
"4405","227",4405,"227.7","1024","4","3.7.0","O1",""
"4406","22",4406,"22.7","724","32","3.5.1","O0",""
"4407","610",4407,"610.7","724","4","3.8.0","O3",""
"4408","591",4408,"591.7","1024","8","3.7.1","O3",""
"4409","639",4409,"639.7","1024","8","3.8.1","O3",""
"4410","655",4410,"655.7","1024","2","3.9.0","O3",""
"4411","493",4411,"493.7","512","8","3.9.0","O2",""
"4412","381",4412,"381.7","512","32","3.6.2","O2",""
"4413","551",4413,"551.7","1024","32","3.6.2","O3",""
"4414","534",4414,"534.7","724","2","3.6.2","O3",""
"4415","220",4415,"220.7","1448","1","3.7.0","O1",""
"4416","355",4416,"355.7","1024","16","3.5.1","O2",""
"4417","248",4417,"248.7","1448","2","3.7.1","O1",""
"4418","471",4418,"471.7","1024","8","3.8.1","O2",""
"4419","367",4419,"367.7","1024","2","3.6.2","O2",""
"4420","318",4420,"318.7","724","2","3.9.0","O1",""
"4421","476",4421,"476.7","1448","16","3.8.1","O2",""
"4422","43",4422,"43.7","1024","16","3.6.2","O0",""
"4423","542",4423,"542.7","724","8","3.6.2","O3",""
"4424","72",4424,"72.7","1448","32","3.7.0","O0",""
"4425","438",4425,"438.7","724","2","3.8.0","O2",""
"4426","208",4426,"208.7","1448","8","3.6.2","O1",""
"4427","289",4427,"289.7","512","1","3.8.1","O1",""
"4428","253",4428,"253.7","512","8","3.7.1","O1",""
"4429","290",4429,"290.7","724","1","3.8.1","O1",""
"4430","276",4430,"276.7","1448","4","3.8.0","O1",""
"4431","334",4431,"334.7","724","32","3.9.0","O1",""
"4432","339",4432,"339.7","1024","1","3.5.1","O2",""
"4433","558",4433,"558.7","724","2","3.7.0","O3",""
"4434","65",4434,"65.7","512","16","3.7.0","O0",""
"4435","218",4435,"218.7","724","1","3.7.0","O1",""
"4436","164",4436,"164.7","1448","16","3.9.0","O0",""
"4437","124",4437,"124.7","1448","1","3.8.1","O0",""
"4438","35",4438,"35.7","1024","4","3.6.2","O0",""
"4439","541",4439,"541.7","512","8","3.6.2","O3",""
"4440","211",4440,"211.7","1024","16","3.6.2","O1",""
"4441","319",4441,"319.7","1024","2","3.9.0","O1",""
"4442","125",4442,"125.7","512","2","3.8.1","O0",""
"4443","418",4443,"418.7","724","4","3.7.1","O2",""
"4444","214",4444,"214.7","724","32","3.6.2","O1",""
"4445","487",4445,"487.7","1024","2","3.9.0","O2",""
"4446","106",4446,"106.7","724","4","3.8.0","O0",""
"4447","470",4447,"470.7","724","8","3.8.1","O2",""
"4448","104",4448,"104.7","1448","2","3.8.0","O0",""
"4449","161",4449,"161.7","512","16","3.9.0","O0",""
"4450","21",4450,"21.7","512","32","3.5.1","O0",""
"4451","671",4451,"671.7","1024","32","3.9.0","O3",""
"4452","182",4452,"182.7","724","8","3.5.1","O1",""
"4453","460",4453,"460.7","1448","1","3.8.1","O2",""
"4454","568",4454,"568.7","1448","8","3.7.0","O3",""
"4455","503",4455,"503.7","1024","32","3.9.0","O2",""
"4456","110",4456,"110.7","724","8","3.8.0","O0",""
"4457","115",4457,"115.7","1024","16","3.8.0","O0",""
"4458","403",4458,"403.7","1024","16","3.7.0","O2",""
"4459","33",4459,"33.7","512","4","3.6.2","O0",""
"4460","38",4460,"38.7","724","8","3.6.2","O0",""
"4461","221",4461,"221.7","512","2","3.7.0","O1",""
"4462","299",4462,"299.7","1024","4","3.8.1","O1",""
"4463","478",4463,"478.7","724","32","3.8.1","O2",""
"4464","350",4464,"350.7","724","8","3.5.1","O2",""
"4465","184",4465,"184.7","1448","8","3.5.1","O1",""
"4466","448",4466,"448.7","1448","8","3.8.0","O2",""
"4467","117",4467,"117.7","512","32","3.8.0","O0",""
"4468","386",4468,"386.7","724","1","3.7.0","O2",""
"4469","569",4469,"569.7","512","16","3.7.0","O3",""
"4470","70",4470,"70.7","724","32","3.7.0","O0",""
"4471","26",4471,"26.7","724","1","3.6.2","O0",""
"4472","520",4472,"520.7","1448","8","3.5.1","O3",""
"4473","198",4473,"198.7","724","2","3.6.2","O1",""
"4474","372",4474,"372.7","1448","4","3.6.2","O2",""
"4475","114",4475,"114.7","724","16","3.8.0","O0",""
"4476","480",4476,"480.7","1448","32","3.8.1","O2",""
"4477","77",4477,"77.7","512","2","3.7.1","O0",""
"4478","360",4478,"360.7","1448","32","3.5.1","O2",""
"4479","369",4479,"369.7","512","4","3.6.2","O2",""
"4480","74",4480,"74.7","724","1","3.7.1","O0",""
"4481","512",4481,"512.7","1448","2","3.5.1","O3",""
"4482","399",4482,"399.7","1024","8","3.7.0","O2",""
"4483","540",4483,"540.7","1448","4","3.6.2","O3",""
"4484","437",4484,"437.7","512","2","3.8.0","O2",""
"4485","59",4485,"59.7","1024","4","3.7.0","O0",""
"4486","563",4486,"563.7","1024","4","3.7.0","O3",""
"4487","524",4487,"524.7","1448","16","3.5.1","O3",""
"4488","638",4488,"638.7","724","8","3.8.1","O3",""
"4489","492",4489,"492.7","1448","4","3.9.0","O2",""
"4490","586",4490,"586.7","724","4","3.7.1","O3",""
"4491","351",4491,"351.7","1024","8","3.5.1","O2",""
"4492","659",4492,"659.7","1024","4","3.9.0","O3",""
"4493","203",4493,"203.7","1024","4","3.6.2","O1",""
"4494","282",4494,"282.7","724","16","3.8.0","O1",""
"4495","583",4495,"583.7","1024","2","3.7.1","O3",""
"4496","16",4496,"16.7","1448","8","3.5.1","O0",""
"4497","303",4497,"303.7","1024","8","3.8.1","O1",""
"4498","572",4498,"572.7","1448","16","3.7.0","O3",""
"4499","271",4499,"271.7","1024","2","3.8.0","O1",""
"4500","624",4500,"624.7","1448","32","3.8.0","O3",""
"4501","341",4501,"341.7","512","2","3.5.1","O2",""
"4502","50",4502,"50.7","724","1","3.7.0","O0",""
"4503","606",4503,"606.7","724","2","3.8.0","O3",""
"4504","581",4504,"581.7","512","2","3.7.1","O3",""
"4505","116",4505,"116.7","1448","16","3.8.0","O0",""
"4506","94",4506,"94.7","724","32","3.7.1","O0",""
"4507","382",4507,"382.7","724","32","3.6.2","O2",""
"4508","595",4508,"595.7","1024","16","3.7.1","O3",""
"4509","628",4509,"628.7","1448","1","3.8.1","O3",""
"4510","613",4510,"613.7","512","8","3.8.0","O3",""
"4511","305",4511,"305.7","512","16","3.8.1","O1",""
"4512","93",4512,"93.7","512","32","3.7.1","O0",""
"4513","365",4513,"365.7","512","2","3.6.2","O2",""
"4514","13",4514,"13.7","512","8","3.5.1","O0",""
"4515","427",4515,"427.7","1024","16","3.7.1","O2",""
"4516","7",4516,"7.7","1024","2","3.5.1","O0",""
"4517","186",4517,"186.7","724","16","3.5.1","O1",""
"4518","579",4518,"579.7","1024","1","3.7.1","O3",""
"4519","641",4519,"641.7","512","16","3.8.1","O3",""
"4520","202",4520,"202.7","724","4","3.6.2","O1",""
"4521","516",4521,"516.7","1448","4","3.5.1","O3",""
"4522","446",4522,"446.7","724","8","3.8.0","O2",""
"4523","219",4523,"219.7","1024","1","3.7.0","O1",""
"4524","526",4524,"526.7","724","32","3.5.1","O3",""
"4525","598",4525,"598.7","724","32","3.7.1","O3",""
"4526","400",4526,"400.7","1448","8","3.7.0","O2",""
"4527","18",4527,"18.7","724","16","3.5.1","O0",""
"4528","132",4528,"132.7","1448","4","3.8.1","O0",""
"4529","483",4529,"483.7","1024","1","3.9.0","O2",""
"4530","660",4530,"660.7","1448","4","3.9.0","O3",""
"4531","51",4531,"51.7","1024","1","3.7.0","O0",""
"4532","647",4532,"647.7","1024","32","3.8.1","O3",""
"4533","609",4533,"609.7","512","4","3.8.0","O3",""
"4534","619",4534,"619.7","1024","16","3.8.0","O3",""
"4535","604",4535,"604.7","1448","1","3.8.0","O3",""
"4536","20",4536,"20.7","1448","16","3.5.1","O0",""
"4537","102",4537,"102.7","724","2","3.8.0","O0",""
"4538","557",4538,"557.7","512","2","3.7.0","O3",""
"4539","556",4539,"556.7","1448","1","3.7.0","O3",""
"4540","331",4540,"331.7","1024","16","3.9.0","O1",""
"4541","532",4541,"532.7","1448","1","3.6.2","O3",""
"4542","412",4542,"412.7","1448","1","3.7.1","O2",""
"4543","44",4543,"44.7","1448","16","3.6.2","O0",""
"4544","344",4544,"344.7","1448","2","3.5.1","O2",""
"4545","75",4545,"75.7","1024","1","3.7.1","O0",""
"4546","250",4546,"250.7","724","4","3.7.1","O1",""
"4547","553",4547,"553.7","512","1","3.7.0","O3",""
"4548","440",4548,"440.7","1448","2","3.8.0","O2",""
"4549","546",4549,"546.7","724","16","3.6.2","O3",""
"4550","332",4550,"332.7","1448","16","3.9.0","O1",""
"4551","510",4551,"510.7","724","2","3.5.1","O3",""
